"","formulas_with","formulas_without","pvals"
"864","response~(history+radio.tv+employment)^3","response~history+radio.tv+employment",0.00583008173944346
"2135","response~(radio.tv+employment+telephone)^3","response~radio.tv+employment+telephone",0.00577003466510001
"3575","response~(male_single+age+num_dependents)^3","response~male_single+age+num_dependents",0.00566098023357241
"2533","response~(retraining+amount+other_install)^3","response~retraining+amount+other_install",0.00563780550207882
"2303","response~(education+retraining+other_install)^3","response~education+retraining+other_install",0.00562241318609548
"2703","response~(retraining+other_install+rent)^3","response~retraining+other_install+rent",0.00555833652236787
"10","response~(chk_acct+duration+employment)^3","response~chk_acct+duration+employment",0.00529044358668102
"496","response~(duration+furniture+guarantor)^3","response~duration+furniture+guarantor",0.00528529447825124
"1022","response~(history+male_single+age)^3","response~history+male_single+age",0.00527629293763423
"1121","response~(history+own_res+num_credits)^3","response~history+own_res+num_credits",0.00527463260490023
"37","response~(chk_acct+history+employment)^3","response~chk_acct+history+employment",0.005274531518752
"2656","response~(retraining+guarantor+age)^3","response~retraining+guarantor+age",0.00521537574126114
"1818","response~(furniture+retraining+age)^3","response~furniture+retraining+age",0.00516317111769517
"3755","response~(co.applicant+rent+num_credits)^3","response~co.applicant+rent+num_credits",0.00511085357910964
"2121","response~(radio.tv+employment+male_single)^3","response~radio.tv+employment+male_single",0.0050999966890247
"178","response~(chk_acct+retraining+employment)^3","response~chk_acct+retraining+employment",0.00498108034453012
"2716","response~(retraining+own_res+num_credits)^3","response~retraining+own_res+num_credits",0.0047723863307366
"2645","response~(retraining+co.applicant+other_install)^3","response~retraining+co.applicant+other_install",0.00468546682215354
"607","response~(duration+sav_acct+rent)^3","response~duration+sav_acct+rent",0.00464718846219833
"1569","response~(used_car+amount+telephone)^3","response~used_car+amount+telephone",0.00449891037502871
"1542","response~(used_car+retraining+age)^3","response~used_car+retraining+age",0.00441665466139386
"2120","response~(radio.tv+employment+male_div)^3","response~radio.tv+employment+male_div",0.00441445816095204
"3201","response~(employment+prop_unkn_none+other_install)^3","response~employment+prop_unkn_none+other_install",0.00435205961079846
"2711","response~(retraining+rent+num_credits)^3","response~retraining+rent+num_credits",0.00427960175991269
"1800","response~(furniture+education+own_res)^3","response~furniture+education+own_res",0.00407937966064211
"2071","response~(radio.tv+retraining+age)^3","response~radio.tv+retraining+age",0.0040698639372767
"569","response~(duration+retraining+own_res)^3","response~duration+retraining+own_res",0.00391885989794422
"1543","response~(used_car+retraining+other_install)^3","response~used_car+retraining+other_install",0.00390953662365139
"2930","response~(sav_acct+employment+age)^3","response~sav_acct+employment+age",0.00385700984409088
"2128","response~(radio.tv+employment+age)^3","response~radio.tv+employment+age",0.00372652547752043
"3072","response~(sav_acct+rent+num_credits)^3","response~sav_acct+rent+num_credits",0.00370042587614428
"2469","response~(education+real_estate+rent)^3","response~education+real_estate+rent",0.00369771054585866
"2129","response~(radio.tv+employment+other_install)^3","response~radio.tv+employment+other_install",0.00349488193303044
"2697","response~(retraining+age+own_res)^3","response~retraining+age+own_res",0.00329305187974471
"2470","response~(education+real_estate+own_res)^3","response~education+real_estate+own_res",0.00326220213563578
"917","response~(history+retraining+age)^3","response~history+retraining+age",0.00317653954931986
"2061","response~(radio.tv+retraining+employment)^3","response~radio.tv+retraining+employment",0.00313491535707379
"1243","response~(new_car+retraining+other_install)^3","response~new_car+retraining+other_install",0.00307549992280077
"1489","response~(used_car+radio.tv+employment)^3","response~used_car+radio.tv+employment",0.00307509451296301
"2302","response~(education+retraining+age)^3","response~education+retraining+age",0.0030725958518519
"567","response~(duration+retraining+other_install)^3","response~duration+retraining+other_install",0.00301866923392449
"3206","response~(employment+prop_unkn_none+num_dependents)^3","response~employment+prop_unkn_none+num_dependents",0.00299767434209166
"973","response~(history+employment+prop_unkn_none)^3","response~history+employment+prop_unkn_none",0.00295947162396353
"899","response~(history+education+own_res)^3","response~history+education+own_res",0.00286082182713374
"2304","response~(education+retraining+rent)^3","response~education+retraining+rent",0.0028486977472441
"1299","response~(new_car+employment+age)^3","response~new_car+employment+age",0.0028409448242134
"2668","response~(retraining+present_resident+other_install)^3","response~retraining+present_resident+other_install",0.0028153516491911
"203","response~(chk_acct+amount+co.applicant)^3","response~chk_acct+amount+co.applicant",0.00280169589476538
"2424","response~(education+male_mar_or_wid+own_res)^3","response~education+male_mar_or_wid+own_res",0.00269365763395906
"1242","response~(new_car+retraining+age)^3","response~new_car+retraining+age",0.00268245170430261
"2704","response~(retraining+other_install+own_res)^3","response~retraining+other_install+own_res",0.00267685440887491
"2131","response~(radio.tv+employment+own_res)^3","response~radio.tv+employment+own_res",0.00264693193559761
"3205","response~(employment+prop_unkn_none+job)^3","response~employment+prop_unkn_none+job",0.00263617269732825
"1062","response~(history+guarantor+other_install)^3","response~history+guarantor+other_install",0.00254984579284169
"3190","response~(employment+real_estate+prop_unkn_none)^3","response~employment+real_estate+prop_unkn_none",0.0025065333707187
"177","response~(chk_acct+retraining+sav_acct)^3","response~chk_acct+retraining+sav_acct",0.0024908566560811
"2040","response~(radio.tv+education+employment)^3","response~radio.tv+education+employment",0.00245804875364907
"2124","response~(radio.tv+employment+guarantor)^3","response~radio.tv+employment+guarantor",0.00239063026817199
"2677","response~(retraining+real_estate+age)^3","response~retraining+real_estate+age",0.0023870748361698
"591","response~(duration+amount+job)^3","response~duration+amount+job",0.002352835441332
"2130","response~(radio.tv+employment+rent)^3","response~radio.tv+employment+rent",0.00224029410128427
"2500","response~(education+rent+own_res)^3","response~education+rent+own_res",0.00212836286370197
"1765","response~(furniture+radio.tv+employment)^3","response~furniture+radio.tv+employment",0.00208984590364424
"1189","response~(new_car+radio.tv+employment)^3","response~new_car+radio.tv+employment",0.00191083860876795
"3169","response~(employment+guarantor+prop_unkn_none)^3","response~employment+guarantor+prop_unkn_none",0.00183663547262676
"2305","response~(education+retraining+own_res)^3","response~education+retraining+own_res",0.00176106989192277
"2532","response~(retraining+amount+age)^3","response~retraining+amount+age",0.00168828279373101
"1819","response~(furniture+retraining+other_install)^3","response~furniture+retraining+other_install",0.00161526973818568
"769","response~(duration+rent+foreign)^3","response~duration+rent+foreign",0.00161158620600762
"198","response~(chk_acct+amount+employment)^3","response~chk_acct+amount+employment",0.00139382451227528
"246","response~(chk_acct+employment+other_install)^3","response~chk_acct+employment+other_install",0.00138892638547945
"1008","response~(history+male_div+other_install)^3","response~history+male_div+other_install",0.00118106998564574
"918","response~(history+retraining+other_install)^3","response~history+retraining+other_install",0.00115765537398633
"464","response~(duration+used_car+amount)^3","response~duration+used_car+amount",0.00103527701599796
"2501","response~(education+rent+num_credits)^3","response~education+rent+num_credits",0.000991307533011572
"2709","response~(retraining+other_install+foreign)^3","response~retraining+other_install+foreign",0.00088991661973185
"48","response~(chk_acct+history+other_install)^3","response~chk_acct+history+other_install",0.000798355283361613
"765","response~(duration+rent+num_credits)^3","response~duration+rent+num_credits",0.000785728642239155
"244","response~(chk_acct+employment+prop_unkn_none)^3","response~chk_acct+employment+prop_unkn_none",0.00073348280346075
"2127","response~(radio.tv+employment+prop_unkn_none)^3","response~radio.tv+employment+prop_unkn_none",0.000682341976103742
"2570","response~(retraining+employment+other_install)^3","response~retraining+employment+other_install",0.000568870172938452
"447","response~(duration+new_car+guarantor)^3","response~duration+new_car+guarantor",0.000449301942191079
"135","response~(chk_acct+radio.tv+employment)^3","response~chk_acct+radio.tv+employment",0.000422032398253722
"2696","response~(retraining+age+rent)^3","response~retraining+age+rent",0.000379461147238005
"2506","response~(education+own_res+num_credits)^3","response~education+own_res+num_credits",0.000161788765746228
"593","response~(duration+amount+telephone)^3","response~duration+amount+telephone",9.08241801188123e-05
"2695","response~(retraining+age+other_install)^3","response~retraining+age+other_install",8.02720176565706e-05
"189","response~(chk_acct+retraining+other_install)^3","response~chk_acct+retraining+other_install",5.86642726742453e-06
