y2	x1	x2
0.468372803	2.103262757	4.415247026
0.468523098	2.107387335	4.408045994
0.715415382	2.112120527	4.439286651
0.334866989	2.114553741	4.462978177
0.455905599	2.116400959	4.49009157
0.462246535	2.116464518	4.456596773
0.569852063	2.140315602	4.571306934
0.496257465	2.149662309	4.62358737
0.587451008	2.179151057	4.753167865
0.552649737	2.186269094	4.758073993
0.462856377	2.192550482	4.817231282
0.550905809	2.197641672	4.847965241
0.531641842	2.212107577	4.859767335
0.440941365	2.227305326	4.959657094
0.427711273	2.238023033	5.045503748
0.518561722	2.239932271	4.992466353
0.432683427	2.245244966	5.067201787
0.416110852	2.284017928	5.19942835
0.367220959	2.285290927	5.205585068
0.515710194	2.288197304	5.208588404
0.530984149	2.289794741	5.223969528
0.380678504	2.30520609	5.289285814
0.378724206	2.319443103	5.37332026
0.438806911	2.328937867	5.453046182
0.373283269	2.344713386	5.493660375
0.59565561	2.348300807	5.518303024
0.353510059	2.353527066	5.530560247
0.486524622	2.382882152	5.664205191
0.39464716	2.390826331	5.726191797
0.401168693	2.392259508	5.75067285
0.409251643	2.393719014	5.735435896
0.396692628	2.41932123	5.831968771
0.38160035	2.424463682	5.877983593
0.464188112	2.425164154	5.895011548
0.412547845	2.432539768	5.920745621
0.45120647	2.434752737	5.890198622
0.414563364	2.452263873	5.999575407
0.370637989	2.461604889	6.032412177
0.456560004	2.465793364	6.08305563
0.347124259	2.47522502	6.146067402
0.377709734	2.479151429	6.11160366
0.34296969	2.519051352	6.335387524
0.355901726	2.523484882	6.350029563
0.357445083	2.534663604	6.428082148
0.362620914	2.553198002	6.492458371
0.37241878	2.555129931	6.551152414
0.331374852	2.558984503	6.565729407
0.512521293	2.571075583	6.598743511
0.351391463	2.582465538	6.695323727
0.330988812	2.591325677	6.718744329
0.381230126	2.594130173	6.762326989
0.525838574	2.597313353	6.714788632
0.405322099	2.605317321	6.786897622
0.434515361	2.606105159	6.781956129
0.428944374	2.61382241	6.862010929
0.328065646	2.635691651	6.966890371
0.371294946	2.650642412	7.04833804
0.357680234	2.653464115	7.060912493
0.452199428	2.655841344	7.05800148
0.320146079	2.670246864	7.101519425
0.369572495	2.67444803	7.157278767
0.300862762	2.691430016	7.216120574
0.314834079	2.703061855	7.305155355
0.364320572	2.726386883	7.440074968
0.375935852	2.731406983	7.473704836
0.372045283	2.741036916	7.5027962
0.417682789	2.746340447	7.535773068
0.261196271	2.751879491	7.559553595
0.318341492	2.772776407	7.7402214
0.325010817	2.788025737	7.801390926
0.349231478	2.809318937	7.863310445
0.349077101	2.819659217	7.953562952
0.337610737	2.838591263	8.069523262
0.290892223	2.840275028	8.088867457
0.30708761	2.844909201	8.101643448
0.349951501	2.851279385	8.145061789
0.435023801	2.860114734	8.202069482
0.343603234	2.87242701	8.269421225
0.388979101	2.874016846	8.261084013
0.33407286	2.878981424	8.295894906
0.319459386	2.904436078	8.435156938
0.331018446	2.9116796	8.482552851
0.367611373	2.948773123	8.683495383
0.34481673	2.960775309	8.751636871
0.289134691	2.963950257	8.785229794
0.293758029	2.965297648	8.80285546
0.302493732	2.975848177	8.849503933
0.330738438	2.987674629	8.929787989
0.314253594	2.989134789	8.936134822
0.354258842	2.99498555	8.972533574
0.329638201	2.998426239	8.975113972
0.304523718	3.005256928	9.04730709
0.325022204	3.016420598	9.091412787
0.333605222	3.031793248	9.186713048
0.348856827	3.033590121	9.196499549
0.331088202	3.035315471	9.195441058
0.375109093	3.053095318	9.31812007
0.315363551	3.06856976	9.412206947
0.279261797	3.073403452	9.445091677
0.332147225	3.073540357	9.437487589
0.316675066	3.115878785	9.68699365
0.388537519	3.117725455	9.709789751
0.310323954	3.128294254	9.770984456
0.293487705	3.129578838	9.799208573
0.327096648	3.138949575	9.853122234
0.30781108	3.160124783	9.946338479
0.27460862	3.161967262	10.00835915
0.34106435	3.175297185	10.10653764
0.282978034	3.184575594	10.16896717
0.313435141	3.198573784	10.19486011
0.335138387	3.204823719	10.29081921
