y	x1	x2	x3
2.440226655	0.240986602	18.46162203	2.037058735
2.925794132	0.22893682	16.67575321	2.089980227
5.677568228	0.227045692	20.00990063	2.098666196
5.210159721	0.225007065	21.26432392	2.108152007
3.523494542	0.224522825	20.97563316	2.110424163
5.990068206	0.220165956	21.02215662	2.131203485
4.037585636	0.219776717	20.34495355	2.133089901
6.895260542	0.219336576	22.25425366	2.135229054
5.279162047	0.216242676	20.59638777	2.150449736
4.622342099	0.210007375	23.25541086	2.182140585
4.403555843	0.203768153	23.88064542	2.215296418
4.996439711	0.202463751	24.59246703	2.222421147
3.520950113	0.201579179	24.08409751	2.227292033
6.224923267	0.201204101	24.92339295	2.229367089
5.443131664	0.199078514	24.96588784	2.24123711
5.146866463	0.198377101	24.98735702	2.245195845
5.134154596	0.198246546	23.7924272	2.245935011
2.725702878	0.19581708	24.99115228	2.259824508
8.014046228	0.195757632	25.67735061	2.260167618
5.410225659	0.194045128	27.10487528	2.270119023
5.336793663	0.193030956	25.69648426	2.276074744
3.93428749	0.191600192	26.75786675	2.284557166
4.798575331	0.190578816	27.65978992	2.290670842
3.67293909	0.190022168	27.91779509	2.294023519
4.025945923	0.189323598	26.8141917	2.298251884
5.191944686	0.188722392	28.57484068	2.301909705
4.163993451	0.183863257	30.49762902	2.332128767
4.346440772	0.183477908	28.02256761	2.334576505
5.608940889	0.182691518	29.89988189	2.339595664
5.83272698	0.181838536	32.08106095	2.345076621
4.486969219	0.180983215	29.28824983	2.350611471
5.820480877	0.178546912	32.67245424	2.366594375
6.154297681	0.173701433	32.27762797	2.399375936
7.260199755	0.172394499	32.79905279	2.408453681
4.713865838	0.170137133	33.18339395	2.424378614
4.612623856	0.167570944	34.65298738	2.442871608
7.063239917	0.166918015	34.65719756	2.447644803
7.064816276	0.166810853	35.61299003	2.448430882
5.85399283	0.166091893	37.70432218	2.453724404
7.143252226	0.165859632	36.15016313	2.455441833
3.856819042	0.164246397	37.25809753	2.467471098
7.689171885	0.163799734	36.84475056	2.470833065
5.087710903	0.161829669	37.48809339	2.485827153
6.65955516	0.161743914	38.73176416	2.486486043
6.522366154	0.161615952	39.67362032	2.487470205
6.361774541	0.161397314	38.66631152	2.489154469
6.567529037	0.160536275	37.74463553	2.495820855
6.924844779	0.15945789	39.32652579	2.504246026
5.428308918	0.157948123	40.76351927	2.516186135
6.305427066	0.157877569	40.29463017	2.516748308
5.705997852	0.155418526	39.50832311	2.536580255
6.318765015	0.154981342	40.9321971	2.540155433
7.250305937	0.154747163	40.40511165	2.54207671
5.573069835	0.154049839	42.28428378	2.547823719
7.933979068	0.151929046	44.28941106	2.565544755
7.14800399	0.151820561	41.6555142	2.566461207
7.967749026	0.150476521	43.65179216	2.577897406
7.640139165	0.149569074	43.80359297	2.585705725
7.602714841	0.148673424	45.41924464	2.59348254
7.439946526	0.147966853	44.35613513	2.599667359
7.359629434	0.144378651	49.09585902	2.631773503
8.455702766	0.14437203	48.8434728	2.631833851
4.950918108	0.142503424	48.65924792	2.649032885
7.91668204	0.142069591	50.85453522	2.65307444
8.481126614	0.141883316	49.86371665	2.654815438
7.195406065	0.140867263	52.0348994	2.664372618
4.838970636	0.13971162	49.66884773	2.675369279
6.711969905	0.139422396	51.40498608	2.678142793
6.275602521	0.137150926	52.67074858	2.700229191
6.398217504	0.136240831	55.37193709	2.709233005
8.746300402	0.135659972	55.3381072	2.715026915
7.619415904	0.133738081	57.03168531	2.734465552
8.077102853	0.131532699	58.80265954	2.757294371
6.124099473	0.131483362	58.06942276	2.757811638
9.167337178	0.130612306	57.18316428	2.766992301
7.775623468	0.13036076	59.07487294	2.76966063
9.834823151	0.129416199	58.32290385	2.779749618
9.329997766	0.128988709	60.03366155	2.784352087
7.956406833	0.12666386	62.67410894	2.809788568
7.664629825	0.126541292	63.10647229	2.811149021
7.740735765	0.126293839	62.17104058	2.813901677
6.763470828	0.125985822	62.67169675	2.817339362
11.53168459	0.125899854	62.42404795	2.818301079
9.309863877	0.123739159	67.90752207	2.842800747
9.061716749	0.123471013	67.01005649	2.845885972
8.330401835	0.122698926	64.97487613	2.85482584
8.349855048	0.121955231	67.38981952	2.863517118
8.711450526	0.120480219	69.48809924	2.880992488
10.29355128	0.120450916	70.01073886	2.881342905
9.759635076	0.119217929	70.76529962	2.896204427
8.479503526	0.118222332	72.31195226	2.908373899
6.710937226	0.116519737	74.74545154	2.929545529
8.728823071	0.116245708	74.93167248	2.93299644
7.599138677	0.116147335	74.18342546	2.934238255
9.011249886	0.115874972	74.84479371	2.937684688
9.544135505	0.11374889	77.25726022	2.965011729
9.21122859	0.113034008	78.50128863	2.974373038
8.249064903	0.110978408	80.6054514	3.001793102
8.824000779	0.110787602	80.74606679	3.004376938
10.73117461	0.110103584	82.50063251	3.01369482
10.6204919	0.1091988	84.35508324	3.026154294
10.32216386	0.108434635	84.73954923	3.036798593
9.384510335	0.107933453	86.01904985	3.043841018
9.953358814	0.107411423	86.73644185	3.051228735
8.816666499	0.106489062	88.31379752	3.064414433
9.515025769	0.106409204	87.54415472	3.065564109
10.44259417	0.105107573	91.30427684	3.084487374
9.744697569	0.104780909	90.71363301	3.089291718
9.50761399	0.10393129	92.32504676	3.101893209
9.140094353	0.103124218	93.72417372	3.114007582
9.735482236	0.10219317	94.8689059	3.128160769
8.530137509	0.10182451	96.28492193	3.133818463
10.17663064	0.101673703	96.5391246	3.136141719
11.55741437	0.101359623	97.29936756	3.140996893
9.719265008	0.10071823	98.1207327	3.150982263
10.21277816	0.099275249	100.3800654	3.173799643
11.31052497	0.096294629	108.0912156	3.222544839
10.26442006	0.094904417	111.0325173	3.246061823
10.88992368	0.094388422	110.2413411	3.254922393
12.19923574	0.094333936	112.8896567	3.255862252
10.34476162	0.089639801	125.6522267	3.340023778
12.62304471	0.087269026	132.6768142	3.385087794
11.61165454	0.085920066	133.6592062	3.411557523
11.05929859	0.084775188	140.1395641	3.434516598
